@relation all-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute text string
@attribute class {-1,1}

@data
'dýþarý çýkýcak kimse yok süper geçiyo tatil ddd mustafa kemal mahallesi httptcocvrqrzhrlr',-1
'aðýmýzý burnumuzu açabilseydik davraz güzeldi aslýnda ? httptcozozbncq7ty',-1
'bu fenevin çöküþü karabükle baþlayacak trabzon ile devam edecek inþallah  ? ? ? ? ? ?  !',-1
'o kevaþeyle neden arkadaþsýn cici çocuk',-1
'bu lodosun en kötü yaný yaptýðý baþ aðrýsý  ? ? bahar gelsin güneþ açsýn ! !  ? ?',-1
'emmeli vakumlu ne serkan abi yaa fesatlasmayalim lutfeen d srkandic ¦ kýzevi',-1
'ne bok olduklarýný yüzlerine vurmadýðýmýz için kendilerini kusursuz sanan götler var',-1
'firtina ve yagmur cumartesi pert',-1
'önüm arkam saðým solum boþ gereksiz insan',-1
'erkek dediðin öküz kýz dediðin manyak olacak bu böyle',-1
'senin için dünyayý yakarým derbir kibrit bile çakamaz',-1
'ay bir sürü kitap buldum hangisinden baþlasam karar veremiyom sjhdöðdjsn',-1
'deniz sinirlendiii  ? ? ? ?',-1
'ellerimi tutmadin yaryatamam geceleri',-1
'yine iþ yine iþ amk beyazev gayrimenkul httpstco42awnqun8o',-1
'görüldüymüþ sensin o görüldü görüldü çocuðu',-1
'iyi insanlar üzülüyor ben de üzülüyorum',-1
'amk bebekten nefret ediyorum bide 8 9 saat bi arabada bebr aðlamasý çekiyorum yemin ederim fer fena sikicem çocuðu',-1
'zaten artýk sen istesende ben barýþmam',-1
'asfaltýný yolunu sikeyim bi tane ýþýk yokkk',-1
'bütler benide bitirdi  ? ? eryaman evleri httptcotfqwuf0qre',-1
'saçmaladýðýmý söyliycektim suratýma kapadýn',-1
'hani iftar vaktine yakýn susar ya insanyokluðun o denli yakýyor benisöyle ne zaman okunur bu ezan bir yudum su gibi özledim',-1
'bu günlerin yarýnlarý da böyleyse sýçtýk',-1
'senin yanýnda herþeyi unutuyodum ama sen artýk yanýmada uðramýyosun',-1
'bunlar hep iþsizlikten',-1
'çok yaþamam sandým gittikten sonra ',-1
'geri dönsen dönmesen nolur',-1
'canýmý çok yakýyolar sýkýldým artýk',-1
'biri gelip beni öldürse eyvallah kardeþim dicem o ruh halindeyim',-1
'tekmenin en güzeli götü sýkýþýnca gelene atýlýr þimdi siktir git',-1
'ahlaký buzdan olan güneþten korksun',-1
'ne yapabilirim ki ?',-1
'seni izin verde ben yola getireyim o zaman  ? ? ? ? asliselinn eskici pub httptco0854frtdlh',-1
'not istemeye gelince aman hocam canim hocam sonra menfaatler çakýþýnca bi saygisizlik terbiyesizlik az adam olun yaa ayip bee  ! !',-1
'namaz kilma orani 40 tan 19 a düþmüþimam hatiplerde bile 13',-1
'bide kendinizi ben sensiz de mutluyum gibi gösterme çabanýz yok mu çok komik bilin istedim',-1
'kasýmda aþk baþkaysa neden sevgililer günü 14 þubatta he ¿¿',-1
'ergenden seviye olarak bin kat düþük ikizim ',-1
'ifþa etmek istemiyorum ama hepimiz bu gerizekalýnýn ilsu olduðunun farkýndayýz ? ? ? ? httptcoznmynfhqux',-1
'ya tmm piç küfretmicem',-1
'biz kaybetmeye ilk okulda silgiyle baþladýk  ? ?',-1
'göz yaslarimi kendim silmeye basladigimdan beri büyüdüm',-1
'deðiþik iþte bazýlarýnýn varlýðý hep sýkýntý',-1
'her ye mustafa ceceli oldu beee kardeþim',-1
'farkýnda mýsýnýz hayatýmýza renk katalým derken bir sürü gerizekalý insan katýyoruz',-1
'her gün bir gün daha kaybediyoruz',-1
'senin gibi bir orospu cocugu kalitesiz kisiliksiz biri nasýl jagged dinler amýnakoyim cýldýrýcam',-1
'tatilin yarýsý bitti lan zaman ne çabuk geçiyor biri pauseye bassýn',-1
'þevvalle gezmeye ünyeye geldim kýzýn çalýþasý tuttu þansýma tüküreyim  ? ?',-1
'basit kýzlar hep ilgi alaka görür kaliteli kýzlar yalnýzdýr',-1
'sene 1929 haziran 12kafe lateralyahya beð konuþmuyorbeni sevmedi hissediyorum',-1
'kaybedecek bir þeyimiz yok belki ama daha kazanacak çok þeyimiz var ! httptcojhhr8opxft',-1
'insanlara neþeli görünmekten imanimiz sikildi be',-1
'okul bitti yurt bitmedi',-1
'14 þubatta yalnýz kalmamakta bizim elimizdeydi',-1
'icimde hergun olen umutlar varrrrr',-1
'3t akp cemaat sermaye ortak operasyonudur farký budur yani o baþka bu baþka diyenler esasýnda haklý idi ! bu baþkaydý',-1
'keþke param olmak bilse',-1
'lan ölüyonuz mu',-1
'11 saattir açým bilmem anlatabiliyomuyum ruh halimi',-1
'niye büyüdükçe küçülür hayallerim ?',-1
'bu guzel havada alabildigince yurumek varken evde ders calismak ne yaaa',-1
'hayvanlarý sevmezsin anlarým ama onlara iþkence yapmak senin vicdansýzlýðýn',-1
'istanbulda kalsaydýk iyiydi bence  ? ? eskihisar topçular feribotu in gebze türkiye httpstcoxaidw3ngaa',-1
'iyi ki üzdüler büyüdüm iyi olaný gördüm',-1
'sigarami yakcak sevgili istiyorum fazla bisi istemiyorum aq',-1
'yine hüsran yine feryat figân kalbim',-1
'beynimde kötü þeyler dönüyor ya du bakalým',-1
'spor salonumda medcezir cekilirken spor yapilir miii ? ? spora nasil adapte ediim cagatayi izlerken hahahaha',-1
'oturtacaksýn karþýna geçmiþini güle güle küfredeceksin',-1
'biz burada psikolojisi düzgün olan insanlarý sevmeyiz',-1
'senin küçük bir elvedan böyle büyük bir aþký bitirebilir mi ne sanýyorsun ?',-1
'hababam sinifi uyaniyorun son sahnesinde bile aðlayan biriyim beni uzmeyin dhsjsjjs',-1
'arsýz güçlü olunca haklýyý suçlu çýkarýr',-1
'tatilde havalar boyle kotu olunca insana sýkýntý basýyo',-1
'ne kadar zengin olursan ol geçmiþi asla satýn alamazsýn',-1
'evde koala muamelesi görüyorum',-1
'paket paket siðara lazým',-1
'onunda yerini biri dolduracak',-1
'galiba biraz sýkýldým ',-1
'kimseyi kýnama  !',-1
'ben zamanýnda demiþtim beni en çok o mutlu eder ondan baþkasý dünyalarý da verse mutlu olmam diye',-1
'sen yapma bari kocaelispor be sen karýþma bari þike ye httptco2mc1ua34fu',-1
'bu ne be kardeþim dýr dýr dýr dýr dýr',-1
'slk sessize alsam bi insaný niye takip ediyim ayrýca knkamsýn unf atmam',-1
'ya babam olaydý kufrettigimde kýzardý falan yok iþte yoksulluk aq',-1
'sizsiz istanbul guzel degil ama neyseee  ? ? rock n rolla rnristanbul in istanbul httpstcofv6zqokss4',-1
'yeniden baþlangýc yapmak degil amacým cunku biliyorum her baslangiclarin bir sonu olur bana sonum olacak biri lazým',-1
'insanlarýn yaþadýklarý farklý dýþarýya yansýttýklarý farklý',-1
'nolur sormasýnlar bana seni anlatamam seni baþkalarýna sevgilim',-1
'iþte sonra soðumak denen þey oluyor insanda',-1
'yikiliyo binalar hep üstüme',-1
'dünyaya gelirken ayarlardan easy yerine hard mý seçtim bu nasýl hayat be kardeþim',-1
'ama yeter artik  ? ? ? ? arena düðün salonlarý in bursa httpstcoziwsstwvuw',-1
'evet çünkü sen malsin anlatabildimmi',-1
'karabük o kadar maðlubiyetten sonra feneri yenerse 3 dünya savaþýný baþlatýrýz',-1
'yazýk  ? ? ? ? ? ? httptcofwwumxenpb',-1
'bioya neden ýsrarla snapchat kullanýcý adýnýzý yazýyosunuz dostlar üzüyosunuz',-1
'annemde ki kafaya bak aq elektrikler giderse mum ýsýgýnda yoga yapariz diyo vay aq dd',-1
'izmir de tek baþýna kalmak ne kadar berbat bi duyguymuþ geçsin artýk þu saatler  ? ?',-1
yoruldum,-1
'büyülü hesap sanki ne zaman baksam takip ediyor olarak çýkýyorum  ? ?',-1
'6 gündür yemek yemediðimin farkýna varýnca suratýmdaki ifadeyi caps olarak size atmayý cok isterdim',-1
'arkadaþlar kýyamet kopabilir sevgilim 1 yýlýmýzda bana çiçeklerimi aldýýý _fatihercan httptcogojrfujeu8',-1
'guzel gunler görürüm elbet',-1
'ben hayatýmda bu kadar yüzsüz bir kýz görmedim',-1
'geliyoruz ulan  ! ! ',-1
've aynen sabah dediðim gibi oldu operasyon ortaðý sermaye medyasý haberi görmedi göremez',-1
'bir avmnin kalitesi mescidine verdiði deðerle ölçülür d iyi ama akasyanýnkini kimse geçemiyor p httpstcohvmbptoqko',-1
'islam camiye kapananlarýn deðil camiyi ibadeti ihmal etmeyip dünyaya hakim olanlarýn dinidir nurettinyildiz',-1
'konustugum tek kisiyken simdi hicbiseyimsin',-1
'biri beni benzin döküp yaksýn',-1
'þuan mutsuzsak bunun sebebi kesinlikle siz deðilsiniz biz kendi kendimize sorun etcek þeyler buluyoruz sadece',-1
'istenmedigimiz kalpleri nasýlda özlüyoruz ölürcesine',-1
'eller korkunç allahým',-1
'iyiler kaybeder iyi taraf hep kaybeder çünkü iyiler adil dövüþür ',-1
'günah olmasa tapýcam þarkýya 29 ekim bulvarý in denizli httpstcoahtgvo0jgo httptcozhuueix77i',-1
'iðrenç bir trafik',-1
' bunalýyoruz çocuk bunalýyoruz biçim veremediðimiz þeylerin biçimini alýyoruz',-1
'yok caným ne yakýþýklýlýðý sende  ? ? ?',-1
'saniyeler sonra baþýmýza neler gelebileceðini bilmezken yýllar sonrasýnýn hayalini kurduk',-1
'müzik deðil acýlardýr evrensel olan',-1
'spor salonumda medcezir cekilirken spor yapilir miii ? ? spora nasil adapte oliim smdi cagatayi izlerken hahahaha',-1
'icimdeki nefreti gerekli kisilere kusmak icin sabirsizlikla bekliyorumm  ? ? ? ?',-1
'hayat þaka gibi ama komik deðil iþte',-1
'biz kimseye ölmedik kimsede bize bayýlmasýn',-1
'bilgihansaricam vakit geçirdiðimiz insanlarýn bakýþlarýnda samimiyet olmalý kaþý gözü ayrý oynayan insandan kime hayýr gelir ki ?',-1
'hiç miii acimadin banaa ?',-1
'bi terslik var sanki ? ! httptconec4dl6lfd',-1
'fýkrasýna gülünmeyen hoca gibiyim þuan',-1
'sigaranýn da tiryakisiyim ama bitince yere atýyorum bilmem anlatabildim mi ?',-1
'70 milyonun yarýsý anti depresanlý',-1
'göz yaþlarýn tersine akasýya kadar ananý sikicem çocuk sus',-1
'yepyeni bir hayata baþlamayý dilerdim seni hatýrlarken zor gel hafýzamý silelim',-1
'bu zayýflýk baþa bela bu lodosta nasýl dýþarý cýkacam yahu neyse ki ceplerime taþ koyduk ? ? ? ?',-1
'olmayacak duaya hatim indirdim hangimiz daha umutsuz tartýþmayalým istersen',-1
'dönüþte bu eþyalarla nasýl gelicem bilmiyorum  ? ? ? ? korupark residence in bursa httpstcoy3yjyo6tgm',-1
'hamama giren terlerbilin istedim ! httptcoehrowvdxfo',-1
'siki sikine bekledik aq',-1
'bu arada bir kardak krizidir gidiyor olmayan kriz her haberde var artýk',-1
'senin gökyüzünde beným yerim yoktu',-1
'orospulu bir kaç kadýn oda sözde',-1
'sabahattiin_ali odamda beni kitaplarým bekler bu yegane tesellidir',-1
'sidik yarýþtýrmakta milli sporumuz  !',-1
'oreo yerine borneo almýþým kendimi çok kötü hissediyorum çakmacý sahtekar fakir gibi hissediyorum offf',-1
'ice tea içmeyen insanlarla iletiþim kurmuyorum',-1
'agliycam en sonunda ya cok sýkýcý',-1
'bu hafta sonu hiç bitmese pazartesi olmasa mesela ?  ? ? ? ? ? ?',-1
'týrnaklarýmý siyah ojeli görmeye o kadar alýþmýþým ki silince bu el kimin diyorum',-1
'bizim köyün bu elektrik sorunu nolucak aq',-1
'keþkeler zaten hayatýmý sikti',-1
'bulmam gerek ayse arman !',-1
'hadi bi cesaret sende',-1
'sevgilisi olanlar umrumuzda deðil',-1
'ne demek okullarýn açýlmasýna 8 gün kaldý düzgün konuþ',-1
'caným sýkýlýyor',-1
'özlenen sevgili httptco53vdjyejiq',-1
'justabullshit  ? ? httptco0rqy7jntsi',-1
'sturridge sterling ve coutinho 3ü ayrý yetenek ama bir takýmda olmuyor sanki',-1
'küçük harflerle büyük duygularýmýzý dile getirebiliyoruz dünya garip',-1
'sanýrým artýk baþkasýna aþýk olma vakti geldi  ? ? ? ?',-1
'vay be hababam sýnýfýndan bitek ahmet mezuun oldu  ? ? ? ?',-1
'akpnin baþýnda kim var sorusuna davutoðlu diyen var',-1
'ecem yine bize sac rengiyle uyum saglamayý tercih etti  ? ? the boulevard bridge coffee & bistro httptcova3gno8rse',-1
'hassiktr elektrikler gidip geliyo yandik d',-1
'biz kýrýldýkdaha da kýrýlamayýz valla yer kalmadý cünkü',-1
'batsýn bu dünya batsýn bu istanbul trafigi istanbul florya httptcoronwwywfcr',-1
'ooo bugün bir sýkýldým fennnayddi',-1
'kimin umrundayýz ki',-1
'bu kadar insanýn içinden bize niye kötüleri çatar anlamam',-1
'ben yanlýþ mý görüyorum yoksa orda 130 dk gecikmemi yazýyor ?  ? ? ? ?',-1
'bana soguksun diyorlar hayýr sadece herkesle muhatap olmuyorum o kadar',-1
'bazen sadece þevkatle ilgilenirsin ? ?',-1
'o koç istifa edecek bjk_basketbol',-1
'umarým hakkettiðin yerdesindir httptcogauzuem8eb',-1
'senin duygusuzlýþunu sikeyim',-1
'sen onu düþünürsün o baþkasýný sen onunla hayal kurarsýn o baþkasýyla hayat bu iþte',-1
'ya ask acisi neymis sen hic ben ne yapicaktim dedin mi oruspu ? ?',-1
'her cem adrian dinlediðimde aklýma gelmesen mesela ? ?',-1
'bizim en korunaksýz olduðumuz alan batýnýn saldýrý araçlarýndan bihaber olmamýz yahut bunlarý önemsemememiz',-1
'dershane hocasý yurtta kalabilmen için alkol kullanmýyo olman gerekiyo dedi vovovovov hocam haram  ? ? ? ? ? ? ? ? ? ?',-1
'enes manitasini babasiyla tanistirsin biz hala gün sayalim dönsün diye',-1
'kemiklerim birbirine çarpýyoriç organlarýn bir bir aðrýyorsabahtan beri battaniyenin altýndan çýkamiyorum bu nasýl bir grip ya  ? ? ? ? ? ? ? ?',-1
'çok çirkinseniz o videoyu niye attýnýz atýcak kadar iyiyse neden çok çirkiniz yazdýnýz',-1
'sýkýcý insanlara dikkat edin yýkýcý da olurlar…  ?',-1
'biraz daha midem bulanýrsa mide bulantýsýndan can vericem ? ? ? ?',-1
'this is mesopotamia ! ! mardin tarih mezopotamya abbara darsokak dostkazýðý arkadanvurmak ihanet… httptcosarangjvcf',-1
'sen orta yollu ailenin yuz kizartan tek cocugusun',-1
'niye hicbisey yolunda gitmiyo aq',-1
'sana beni üzme hakkýný kim verdi ya sen beni mutlu edecektin lütfen kendine gelir misin',-1
'söylerim nolmus  ? ! adim nadiye fundagul ve bunun suçlusu ben deðilim ozlemozcelikkk',-1
'akþam oldum mu çok sýkýlýyorum',-1
'1 saat uyuyum dedim kaç kisi aramýþ normalde telefon çalmaz',-1
'o yaþtaki çocukla evlenebilirmi ?',-1
'sen baþkasýna sapýk dersin ama en büyük sapýk sensin ',-1
'sizin insanlýðýnýz sadece 2 bacak arasýný düþünüyo ! ! !',-1
'sevgim gerçek olmasaydý aðlayabilirmiydim ?',-1
'ihtiyarladik galiba dislerim kýrýlýyor',-1
'bu niye engellediki simdi beni  ?',-1
'bu iþi yapamayacaksanýz kapatýn bence forumda eleman yokluðundan tek kiþi hem kasa hem servis yapýyor urundulomer popeyestr',-1
'ne ara çok güldükte bu kadar çok aðlýyoruz ?',-1
'acaba chp ye oy toplayan paralel ablalar inadýna mini etek giyecekmi  ?',-1
'141m hattýnda 70 dakikadýr tek otobüs geçmedi hayýr gelmeyecekse söyleyin jetime atlayýp gideceðim benibbbeyazmasa ietttr',-1
'gözümden bi anda nasýl düþtün öyle ',-1
'gönlün kalýr aklýn kalýr anýlarýn kalýr gitmekle gitmis olmazsýn iþte',-1
'ne kadar çelme takarsanýz takýn kalkmaktan üþenmeyiz',-1
'ne çabuk unuttuk gazzede ölen çocuklarý öyle degilmi  ? gazaunderattack gaza',-1
'kayboluyorsun adam ! her geçen gün biraz daha yitiriyorum içimdeki umutlarý',-1
'haftalardir baþimin etini yediler hala napicagimizin kararsizligý hahahah',-1
'eðer bu sefer ayrýlýrsak daha kimse toplayamaz beni girerim en dibe çýkarabilen olmaz nefes alamýyorum ki ben o olmadan',-1
'gene dediðim gibi syrýza çok can sýkarsa burada kapý gibi türkiye var türkiye ve onun deli lideri !',-1
'bi insan bu kadar yolluyu nasýl takip eder akýl almýyor  ? ?',-1
'insanlarýn sýkýntýlarýna katlanmayan imaný imandan saymayýzriza yolunda biraz cefa gördükdiye allaha nazmý edeceðiz httptcoexm8f1yx8w',-1
'bu nasýl rüzgar be saçlarým uçtu',-1
'erkek aklýnýzla kadýn felsefesi yapmayý kesin artýk',-1
'bi hafta ara vermiþti özlemiþ galiba yine arýyor amk sapýðý',-1
'yav napim sýkýldým httptcoucmbumnvjy',-1
'sýkýntý büyük þerbettar köyü httpstcojoewssx8f0',-1
'evet seni twitter la aldatýyorum',-1
'hay ben bu heykel trafiginin',-1
'ne aþký be derdimi dinleyecek dostum olsun yeter  ? ?',-1
'bir erkeðe 2 kez sünnet ol de ama býyýðýný kes deme',-1
'yapýlan her kahpeliðe bi mevzu borcumuz olsun httptcofxpjy6szjc',-1
'nasýl bi rüzgar bu ya uçmayan kaldý mý  ? ?',-1
'bu aþk acýnýz ölünce geçecek merak etmeyin',-1
'en yakýnýndan insan bunlarý duyunca þaþýrmýyo deðil doðrusu',-1
'babamý özledim ben httptcoby9o9ze57u',-1
'çanak e58 sinyali verdi verecek ulen bu ne kasýrga be',-1
'annem yine çocukluk anýlarýmý anlatýp beni rezil ediyo',-1
'ya carsamba gunu 3 adami izlemedigime pisman oldum suan',-1
'bizden önceki uçuþ iptalbizim ki deðil hafif bir korkma olmuyor deðil yani  ? ? ? ?',-1
'dönus vakti geldi catti eskiþehir þehirlerarasý otobüs terminali in eskiþehir httpstcoo1rlm5hw0q',-1
'en büyük kazýðý ailesinden yiyenlerdenim',-1
'gerizekalý slm yazmis sonra slmi almadin diyor be aptal selamun aleykum yazdinda biz mi almadik  ?',-1
'ben malým galiba',-1
'sýkýnti çýkmasa olmazdý ama alýþtým pes etmiyorum ',-1
'dünyayý ayaklarýnýn altýna sersem yamuk serdin dersin gerizekalý',-1
'umut vermeseydin be insafsýz umut',-1
'hdp seçime parti olarak girecekmiþ bu da demektir ki barajýn altýnda kalacak',-1
'bekleme yapma kasýyor',-1
'bir de ruhun gýdasý müzik degil !',-1
'yalan haber',-1
'analizcilerimiz günlük gazete bilgileri ötesinde tahlil yapmaktan hayli uzak',-1
'gerketiði gibi çok yanlýzýz',-1
'ben yoksam sen bir hicsin',-1
'keskin ziyaret ettiði paksan metalde ateþin etrafýnda grev halayý çekiliyr metalgreviyasaklanamaz metaldegrevvar httptcopewymxkr69',-1
'keþke müfredatýn istediðini deðil de kendi istediðimizi anlatabilseydik daha yararlý olurdu eminim ! !',-1
'seninleyken olmak istediðim baþka bir yer yok',-1
'watsapptaki gülen bok bile senden tatlý yinede sen bilirsin',-1
'bak sen gittin kelimeler bile aðlamaya baþladi',-1
'iþýklarý kim kapattý lan sdsdasafgj',-1
'sen olmayýnca senizlikten aðrýyor her bir tarafým',-1
'sikindirik sikindirik þeylere üzülüyoruz aslýnda',-1
'karnýmdaki kelebekler þimdi karýnca larvalarý',-1
'davutoðlu geldi havanin tadi tuzu kaçtý',-1
'hay þansýmaaa',-1
'sana o mavi tiki bi sokarým avatar gibi dolaþýrsýn ortada ? ?',-1
'daraldým yemin ederim ya',-1
'tanrým birazcýk akýl ver þu kýza ya bu nasýl biþeydir  ? ? ? ? ? ?',-1
'bu durum böyle giderse evlatlarýmýz islamý ecdadýndan deðil ecnebiden öðrenecek ? ? ? ? ? ?',-1
'ey insanoðlu kendini kafdaðý kadar yüksekte görsende kefene sýðacak kadar küçüksün unutma ne kadar… httptcoq2npwmrzbl',-1
'sen kimsin ya sen kimsin  ? rte',-1
'hiçbir zaman garantisi olmayan bir mutluluk için hayatýnýzda kalýcý olan þeyleri yok etmeyin çünkü tek üzülen siz olursunuz paul auster',-1
'ara sokakta drift aticak kadar ne yasadiniz',-1
'karektersiz insanlarý itin götüne soktuktan sonra beni bi daha aramamalarý çok iyi birþey',-1
'bazen hayata inat sadece mutlu gozukursun httptco4yim7pz5hi',-1
'seni ozenll yapan birsey yok digerlerinden farkli degilsin',-1
'stalk stalk olalý bu kadar beceriksizini görmemiþtir herhalde hay amkaqamkkk',-1
'9 ayý bitirmeye tek kelime yetti caným  ? sen yoluna ben yoluma',-1
'yýlýn 365 gün 6 saati yalnýzýz 14 þubat mý koyucak  ?  ? ? ? ?',-1
'bomboþ evde kendi baþýma kaldim aq  ? ?',-1
'ekin yeter aðzýmýn suyu aktý midem aðlýyo þuan',-1
'tutmak istediðim o el yumruk olup boðazýma oturdu',-1
'yýl olmuþ 2015 hala elektrik kesintisi yaþýyoruz he geliþiyoruz heee  ? ? ? ? ? ?',-1
'deme yav biz ne kadar da salakmýþýzsanki de sizi türkce olimpiyatlarýnýn finalinde gördüydüm acaib bir durum httptco7gmnrrhywl',-1
'su arabalari alin sunlarin elinden nolur jdndjfjfjfjg',-1
'burcuukc ney bu gece burda mý kalýyoruz ber & se s home httpstcoypchg5hr6y',-1
'havalar soðudukça sýðýnacak yerler azalýyor arabanýzý çalýþtýrmadan önce biraz gürültü yapýn httptcok8e3np3ewy',-1
'bu oyun karakolda biter hahaha ',-1
'bu fakiri millet gördü ne demek lan senin neden fakir zibidi',-1
'münevverlerimizin pek çoðu ya sahabei kiram’ý kötülemekte ya sakalýn boyuyla yahut da makam ve þöhret budalalýðýnýn peþinden koþmakta',-1
'dünyayý kan gölüne çevirerek soyan güçlerin ipliði bu akþam da pazara çýkýyor 2200de tvahaber ahaberdeyazboz',-1
'bi siktirin gidin baþýmdan ya',-1
